PID,BIAS,REPS,T0,T1,T2,T3,T4,T5,T6,T7,T8,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,PID,MEAN,STDEV
51,dominant,30,1297.875,906,946,882,602,1394,1210,1018,1738,-0.477373496,-0.954071184,-0.905413046,-0.983266066,-1.323873026,-0.36044191,-0.584269341,-0.817828399,0.05801807,,,
51,subordinate,3,1472.541667,1530,1162,1274,1610,1274,1218,1170,1186,-0.26489963,-0.195004243,-0.642659106,-0.506416321,-0.097687969,-0.506416321,-0.574537714,-0.632927478,-0.613464223,,,
51,subordinate,30,1472.541667,1435,1779,1515,1466,1170,962,987,1563,-0.26489963,-0.310567319,0.107892661,-0.213251045,-0.272857263,-0.632927478,-0.885949792,-0.855538456,-0.15486128,,,
51,unrelated,3,2347.041667,3202,1273,2893,1522,3561,1362,2707,1067,0.798888895,1.838905891,-0.507632775,1.463021781,-0.204735871,2.275612673,-0.39936842,1.236761443,-0.758222181,,,
51,unrelated,30,2347.041667,1595,2428,2634,2907,3298,1370,2962,1730,0.798888895,-0.11593477,0.897370937,1.147960343,1.480052129,1.95568542,-0.389636792,1.546957068,0.048286443,,,
52,dominant,3,1174.75,1770,1186,922,1018,1075,1533,1066,1138,-0.260247156,1.08934116,-0.234740447,-0.833297886,-0.615640635,-0.486406643,0.551999823,-0.50681201,-0.343569072,,,
52,dominant,30,1174.75,1035,1042,1532,1051,938,1466,1124,922,-0.260247156,-0.577097164,-0.561226323,0.54973256,-0.540820955,-0.797021677,0.4000932,-0.375310755,-0.833297886,,,
52,subordinate,3,1243.541667,994,1178,978,915,1346,1402,1298,1778,-0.104278353,-0.670054948,-0.252878551,-0.706331156,-0.849168727,0.128021637,0.254988366,0.019193012,1.107479264,,,
52,subordinate,30,1243.541667,1003,1539,1354,1354,931,1298,1466,1162,-0.104278353,-0.649649581,0.565603401,0.146159741,0.146159741,-0.812892518,0.019193012,0.4000932,-0.28915476,,,
52,unrelated,3,1517.833333,1314,1587,1459,2162,1531,1298,1978,1635,0.517612999,0.05546922,0.674432026,0.384222359,1.978108265,0.547465297,0.019193012,1.560931869,0.783260651,,,
52,unrelated,30,1517.833333,1179,994,1626,2242,1707,2557,1370,1082,0.517612999,-0.250611288,-0.670054948,0.762855284,2.159489307,0.946503589,2.87367716,0.18243595,-0.470535802,,,
53,dominant,3,1063.541667,1250,867,1801,865,948,794,811,1786,-0.531202876,-0.29908744,-0.775870702,0.386833128,-0.778360432,-0.675036644,-0.86674584,-0.845583137,0.368160154,,,
53,dominant,30,1063.541667,963,930,1011,1034,954,1115,2586,1010,-0.531202876,-0.65636367,-0.697444212,-0.596610154,-0.567978261,-0.667567454,-0.467144203,1.364052085,-0.597855019,,,
53,subordinate,3,1227.583333,795,882,1546,850,1563,873,1330,705,-0.326993162,-0.865500975,-0.757197728,0.069392575,-0.797033405,0.090555278,-0.768401512,-0.199498247,-0.977538818,,,
53,subordinate,30,1227.583333,698,706,666,1730,1107,1082,1010,1684,-0.326993162,-0.986252872,-0.976293953,-1.026088549,0.298447719,-0.477103122,-0.508224745,-0.597855019,0.241183933,,,
53,unrelated,3,2003.208333,3306,1203,1610,2617,1291,2819,2067,1763,0.638555187,2.260354822,-0.357596091,0.149063929,1.402642897,-0.248047978,1.65410561,0.717967195,0.339528261,,,
53,unrelated,30,2003.208333,810,1994,2506,1618,2034,4051,1722,2666,0.638555187,-0.846828002,0.627092056,1.264462892,0.159022848,0.676886652,3.187779183,0.288488799,1.463641278,,,
54,dominant,3,1222.833333,1537,1569,1434,891,1360,812,746,2694,-0.387901716,0.199422947,0.259245937,0.0068677,-1.008253653,-0.131472963,-1.155941659,-1.279326575,2.362397911,,,
54,dominant,30,1222.833333,1201,1194,947,1283,1171,1546,833,1036,-0.387901716,-0.428718443,-0.441804722,-0.903563422,-0.275422032,-0.484802495,0.216248163,-1.116682822,-0.737180732,,,
54,subordinate,3,1426.291667,786,1138,1467,1914,947,1667,1147,826,-0.007542785,-1.204547838,-0.546494953,0.068560158,0.904212542,-0.903563422,0.442453842,-0.529669737,-1.129769101,,,
54,subordinate,30,1426.291667,1043,1273,2834,1306,1219,1690,1057,2210,-0.007542785,-0.724094453,-0.294116716,2.62412349,-0.232424258,-0.395068011,0.485451616,-0.697921895,1.457575195,,,
54,unrelated,3,1593.333333,1322,1497,2986,1418,1066,1113,2474,3556,0.304736334,-0.202512763,0.12464421,2.908282691,-0.023043795,-0.68109668,-0.593231664,1.951114859,3.973879691,,,
54,unrelated,30,1593.333333,1411,1506,1027,1243,1593,1059,1003,1066,0.304736334,-0.036130074,0.141469426,-0.754005948,-0.350200769,0.304113179,-0.694182958,-0.79887319,-0.68109668,,,
55,dominant,3,1277.375,1283,802,970,1394,1290,1082,946,1379,-0.014969559,-0.0050226,-0.855598071,-0.558515578,0.191264047,0.007355837,-0.360460583,-0.600955935,0.164738824,,,
55,dominant,30,1277.375,1114,2097,986,857,3730,1012,1179,906,-0.014969559,-0.303873442,1.434412812,-0.530222008,-0.758338922,4.322125378,-0.484244955,-0.18893081,-0.671689861,,,
55,subordinate,3,1124.875,850,803,1306,818,874,882,1290,1242,-0.284642655,-0.770717359,-0.853829723,0.035649408,-0.827304501,-0.728277003,-0.714130218,0.007355837,-0.077524875,,,
55,subordinate,30,1124.875,1250,1050,1066,827,1107,1202,1018,1050,-0.284642655,-0.06337809,-0.417047725,-0.388754154,-0.811389367,-0.316251879,-0.148258802,-0.473634866,-0.417047725,,,
55,unrelated,3,1407.5,1066,1234,1002,970,930,2075,1138,2587,0.215136747,-0.388754154,-0.091671661,-0.501928437,-0.558515578,-0.629249505,1.395509152,-0.261433085,2.300903417,,,
55,unrelated,30,1407.5,1490,1250,1138,1090,1010,962,1018,3657,0.215136747,0.361025471,-0.06337809,-0.261433085,-0.346313798,-0.487781652,-0.572662364,-0.473634866,4.193035961,,,
56,dominant,3,955.2916667,739,770,779,1250,547,802,730,1260,-0.113999871,-0.39910024,-0.358238234,-0.346375071,0.274463798,-0.652181053,-0.316058098,-0.410963403,0.28764509,,,
56,dominant,30,955.2916667,562,849,674,962,875,739,1114,1219,-0.113999871,-0.632409114,-0.254106024,-0.48477864,-0.105157421,-0.219834664,-0.39910024,0.095198222,0.233601791,,,
56,subordinate,3,885.125,570,890,27,667,1826,345,714,1835,-0.206488606,-0.62186408,-0.200062726,-1.337608253,-0.494005545,1.033706235,-0.918443157,-0.432053471,1.045569398,,,
56,subordinate,30,885.125,306,2194,41,1010,747,1050,1250,1177,-0.206488606,-0.969850197,1.518777793,-1.319154444,-0.041887218,-0.388555206,0.010837951,0.274463798,0.178240364,,,
56,unrelated,3,1014.458333,947,194,939,1411,107,842,755,777,-0.036010559,-0.12492936,-1.117480671,-0.135474394,0.486682604,-1.232157915,-0.263332929,-0.378010172,-0.349011329,,,
56,unrelated,30,1014.458333,211,1131,1153,3348,746,1066,2467,514,-0.036010559,-1.095072474,0.117606419,0.146605262,3.039898926,-0.389873335,0.031928019,1.878627073,-0.695679317,,,
57,dominant,3,1004.666667,1170,842,1266,1514,802,842,802,762,-0.558007119,-0.272405746,-0.83900202,-0.106572689,0.321829372,-0.908099127,-0.83900202,-0.908099127,-0.977196234,,,
57,dominant,30,1004.666667,786,739,850,1242,916,906,1179,810,-0.558007119,-0.93573797,-1.01692707,-0.825182599,-0.148030953,-0.711172373,-0.72844665,-0.256858897,-0.894279706,,,
57,subordinate,3,1355.083333,4306,930,1283,1274,1530,1147,826,1668,0.047312325,5.144807419,-0.686988386,-0.077206419,-0.092753268,0.349468215,-0.312136582,-0.866640863,0.587853233,,,
57,subordinate,30,1355.083333,890,1018,1274,1643,1091,755,1083,1803,0.047312325,-0.756085492,-0.534974751,-0.092753268,0.544667541,-0.408872531,-0.989288227,-0.422691953,0.821055968,,,
57,unrelated,3,1357.708333,1330,980,1883,1843,1226,1346,1090,1746,0.051846822,0.003982681,-0.600617002,0.959250181,0.890153075,-0.175669796,0.031621524,-0.410599959,0.722592591,,,
57,unrelated,30,1357.708333,1211,970,1130,986,2354,1281,1554,1202,0.051846822,-0.201581211,-0.617891279,-0.341502852,-0.590252436,1.772868612,-0.080661274,0.390926479,-0.21712806,,,
59,dominant,3,1341.666667,1386,2090,1058,1322,683,1610,1194,1444,-0.304453437,-0.250237796,0.610690284,-0.651352016,-0.328503985,-1.109942968,0.023693866,-0.485036364,-0.179309062,,,
59,dominant,30,1341.666667,1627,938,835,3570,891,1066,1322,1026,-0.304453437,0.044483322,-0.79810112,-0.924060768,2.420595909,-0.855577853,-0.641568742,-0.328503985,-0.69048511,,,
59,subordinate,3,1681.75,1018,1802,1386,4459,2114,1787,875,1202,0.111437601,-0.700268384,0.258492433,-0.250237796,3.507762192,0.640040105,0.240148795,-0.8751444,-0.47525309,,,
59,subordinate,30,1681.75,1475,4410,722,1298,1035,1386,1259,1778,0.111437601,-0.141398877,3.447839641,-1.062249509,-0.357853806,-0.679478927,-0.250237796,-0.405547265,0.229142612,,,
59,unrelated,3,1664.083333,2194,1730,1778,1026,978,1106,1866,1763,0.089832872,0.737872842,0.170442971,0.229142612,-0.69048511,-0.749184752,-0.592652374,0.336758622,0.210798974,,,
59,unrelated,30,1664.083333,1954,2194,3050,1395,1650,3330,931,1202,0.089832872,0.444374633,0.737872842,1.784683122,-0.239231613,0.072610234,2.127097699,-0.806661485,-0.47525309,,,
60,dominant,3,1092.25,730,778,1147,987,803,1003,618,683,-0.265745038,-0.790912644,-0.721325218,-0.18637188,-0.418329967,-0.685081766,-0.395134158,-0.953283304,-0.859050332,,,
60,dominant,30,1092.25,1076,1267,866,961,691,1795,859,1497,-0.265745038,-0.289303281,-0.012403315,-0.59374827,-0.456023156,-0.847452427,0.753058371,-0.603896436,0.321036435,,,
60,subordinate,3,1232.375,1106,1210,891,1257,1331,2717,1017,898,-0.062600495,-0.24581114,-0.095038383,-0.557504819,-0.026900695,0.08037992,2.089716846,-0.374837826,-0.547356653,,,
60,subordinate,30,1232.375,1465,898,1714,1930,946,1260,658,1802,-0.062600495,0.274644817,-0.547356653,0.63562959,0.948773007,-0.477769226,-0.022551481,-0.895293783,0.763206537,,,
60,unrelated,3,1321,2617,1458,1154,1052,874,1819,1090,793,0.065882539,1.944743042,0.264496651,-0.176223714,-0.324096994,-0.582150366,0.787852084,-0.269006948,-0.699579147,,,
60,unrelated,30,1321,881,1154,963,1521,929,1497,1275,3618,0.065882539,-0.572002199,-0.176223714,-0.45312368,0.355830148,-0.502414773,0.321036435,-0.000805411,3.395930822,,,
61,dominant,3,1294.958333,1738,1306,2650,970,747,2722,850,1218,-0.62815,-0.370863335,-0.621737796,0.158760527,-0.816862376,-0.946364702,0.200572938,-0.886549727,-0.672841852,,,
61,dominant,30,1294.958333,1386,1107,1490,938,1866,1162,1636,978,-0.62815,-0.575279562,-0.737302651,-0.514883859,-0.83544567,-0.296530161,-0.705362616,-0.430097582,-0.812216553,,,
61,subordinate,3,1523.708333,1690,915,698,682,1011,891,978,1282,-0.495308488,-0.398738275,-0.848802412,-0.97482037,-0.984112017,-0.793052532,-0.862739882,-0.812216553,-0.635675266,,,
61,subordinate,30,1523.708333,1378,619,1330,1714,2826,2602,3979,642,-0.495308488,-0.579925385,-1.020697876,-0.607800326,-0.384800805,0.260968641,0.130885587,0.930547932,-1.007341134,,,
61,unrelated,3,4235.625,3139,6211,2203,1066,7570,4986,3147,4502,1.079577234,0.44273648,2.226732647,-0.100824852,-0.761112496,3.015941888,1.515340946,0.447382303,1.234268633,,,
61,unrelated,30,4235.625,3954,8675,3739,6946,4138,2075,5850,4690,1.079577234,0.916029734,3.657646239,0.791173231,2.653567667,1.022883671,-0.175158026,2.017089868,1.343445482,,,
62,dominant,3,1847.666667,794,954,1290,1690,4802,7284,1762,922,-0.280122244,-0.798684357,-0.719940348,-0.554577928,-0.357717904,1.173853082,2.39536953,-0.322283099,-0.735689149,,,
62,dominant,30,1847.666667,1538,2138,1179,3162,946,3052,946,1626,-0.280122244,-0.432524713,-0.137234677,-0.609206584,0.366726984,-0.723877548,0.312590478,-0.723877548,-0.389215507,,,
62,subordinate,3,2031,1611,1499,1138,1362,1402,1946,3652,1906,-0.189894733,-0.396597758,-0.451718565,-0.629384737,-0.519143123,-0.499457121,-0.231727488,0.607880513,-0.251413491,,,
62,subordinate,30,2031,2690,1843,3322,1683,1851,1866,1250,930,-0.189894733,0.134432156,-0.282418945,0.445470994,-0.361162954,-0.278481744,-0.271099493,-0.57426393,-0.731751949,,,
62,unrelated,3,3541.75,3586,14291,9889,1370,2742,2002,6602,1226,0.553620969,0.575398609,5.843864998,3.677420435,-0.515205923,0.160023959,-0.204167085,2.059723189,-0.586075531,,,
62,unrelated,30,3541.75,1915,4074,1850,6578,6379,3466,2516,1507,0.553620969,-0.24698414,0.815567839,-0.278973894,2.047911588,1.949973726,0.516340602,0.048798046,-0.447781365,,,
63,dominant,3,1664.416667,1147,1276,1195,1418,2010,1493,1529,2618,-0.327613157,-0.69653632,-0.604558054,-0.662311849,-0.50331066,-0.081208847,-0.449834923,-0.42416657,0.352301122,,,
63,dominant,30,1664.416667,2172,1113,1299,1139,5099,1076,1185,1626,-0.327613157,0.034298743,-0.720778654,-0.588158828,-0.702240399,2.121278482,-0.747160018,-0.669441947,-0.355004617,,,
63,subordinate,3,2059.333333,2091,1635,1859,1873,1652,2794,2178,2329,-0.046033696,-0.023455052,-0.348587529,-0.18887333,-0.178891192,-0.336466362,0.47779085,0.038576802,0.146241285,,,
63,subordinate,30,2059.333333,4138,2228,1833,1235,1409,4289,2787,1299,-0.046033696,1.436076046,0.074227293,-0.207411585,-0.633791456,-0.509727748,1.543740529,0.472799782,-0.588158828,,,
63,unrelated,3,2634.708333,1618,5227,3817,2154,2618,3961,1626,3730,0.364214328,-0.360708696,2.212543738,1.207199895,0.021464567,0.352301122,1.309873308,-0.355004617,1.14516804,,,
63,unrelated,30,2634.708333,1241,2075,1625,1411,1521,2106,4236,5937,0.364214328,-0.629513398,-0.034863209,-0.355717627,-0.508301728,-0.429870648,-0.012759905,1.505951008,2.718780709,,,
